sessionid,refunded,amount
74890a5c-37c7-42b5-92c8-ab049d89f7b2,False,122
4625555e-d9ce-4df2-bc4a-667c7040d075,False,70
e655c9d7-3385-4c58-89dd-42998788b7aa,False,107
b94e1e13-2e88-412c-8574-7ab75263dd9c,False,58
4b82782d-8842-481c-b056-c96819c4b6e4,False,105
ab02d2a4-03dd-454d-bf63-ab1fd26a7294,False,134
10af893c-c774-44e1-a231-690b455ee99e,False,78
44f2febe-cca6-45ce-aded-bbf3992fd9b9,False,137
10f0f696-c057-4960-89cb-8cdbe2ba1b63,False,132
d9921a01-7656-402a-ab85-d3d82b05204e,False,72
9367e6ec-bbd0-4049-9a7a-d7fc7a3b22e5,False,76
0d77b1bd-ebff-41bb-9b0a-f3fe6856c4a1,False,82
1d1d274a-8159-4dd8-b3a9-30401e671fa4,False,84
df1e0873-23b9-4920-a23a-9841cf1bb32a,False,149
5f3cd2ce-9e2c-48f8-a6f9-491e5cd8da9d,False,87
bf39f332-bc73-4619-b8e6-51c58bdd44e8,False,107
f6607b27-57df-4f54-83e7-92aee5117efe,False,130
0a465ebb-3d83-458f-9d3a-8bee1f131e0f,False,95
3d850ffc-6641-483f-b4e1-3faacb7644cc,False,90
d654e26e-2067-492f-9202-fa96082a51cb,False,68
ee742d78-c092-4c37-88ba-32bac39dd3c6,False,137
67702927-8dd3-45b9-ba18-3bae0a21c8d5,True,62
cfaeedaf-99e6-4225-971c-88bc120d9064,False,143
b07b8c81-139e-494a-8571-93e6eadc7190,False,114
9736e6ad-e5a3-490c-8d81-877ebf263b0b,False,134
bf879429-d5a1-4118-a0b8-c4ed8a10f967,False,137
ec7a1698-2427-46c6-b0fa-659703be7627,False,105
3b4041db-aac1-45bd-b592-4e963fda2b25,False,129
ca542e54-aa7e-428b-8952-6a225c26cb06,False,137
d434826b-0f6d-444c-9b73-9f044c5cf210,False,127
d438cdb1-7fb1-44d3-a6a5-5abed1ef2c27,False,82
01f8c214-5706-4fe2-a70c-d3e4162a22ae,False,141
1a742b50-1726-44e2-9843-85ab41419b43,False,91
1ab6ce90-156f-4b36-861d-e650a81bc27b,False,141
dc6c0e40-83ac-4018-aaac-3a1fbfdf1a7e,False,89
ec0c713a-d391-42eb-81db-df10321ca1fb,False,57
321733c7-47f1-4f86-bf3f-585276f28e62,False,139
314000c6-7288-4fa0-8ec8-56338f26ffb0,False,60
4cb54d37-046c-4499-aebc-c5aa2e1ddb39,False,54
c1041679-e661-47e2-9b03-4de047096b09,False,75
d975fd95-80d4-4146-ae01-b3e1b82a8eab,True,106
5df82137-84a3-4ca5-92d3-9da0a5ce145f,False,108
5e30e273-a1c7-473b-8ef5-574995d41625,False,124
fc69dacb-701c-4d15-b8dd-36d46635771b,False,150
7b068fb9-b887-44ed-a286-b06b15deb4c6,False,115
80e7063c-6a7d-404e-a241-37fb72103ef5,False,71
76df0b74-a835-4e40-b84b-30ea4d89fcac,False,73
99d74c5e-3000-414b-949e-edc87ef30062,False,133
eb36f9b0-7495-43f4-8eb1-2f4d4666df8e,False,75
aff3de0e-21eb-4691-be09-d07beeb7ba62,False,143
aa1e0587-13c8-4e56-b58a-f87746a1f661,False,71
7de6f976-54a9-499e-a637-c8e99789da92,False,135
75a75151-0716-490c-bb00-e6a456e98769,True,67
8aee7072-35fe-4269-a11d-93783b5c9f68,False,127
7c2f1ba3-c00d-4dad-9ab7-a9cededf8291,False,97
17324f3a-51ee-420e-925b-e0a07733ee80,False,68
ff124a84-ed3a-4385-81f9-002b4cae4d37,False,118
2ef3facd-c5c6-4b27-8bba-9afb42ef866d,False,112
984f29b5-b0a4-4ad3-bca4-11ccf06c12a5,False,81
fe540ee3-0460-4e63-9288-ad4532652373,False,127
384dcb93-0b65-47bb-bb86-c05e39ef4293,False,54
fdddbb12-d2dc-4823-8600-ed91d35ae532,True,133
c652da8b-27ed-49c3-baf7-61e15debe41f,False,124
8c70e1fd-9212-4339-bca7-42ef687f4dfc,False,115
893935db-98ff-4a2a-9b32-76acf37dfad6,False,129
4642146e-dd52-46cb-a56d-8d97db21012e,False,117
703626a1-a769-4e91-a0ac-e2403cc4e1ff,False,127
77ba5079-ab20-4bbd-83dc-cfd75c0fc4a5,True,97
e62e980a-0958-481f-8507-2e92e967e846,False,137
b3dd6766-df1d-41df-b1d0-a05896a5da1b,False,111
889c4270-2121-4a58-bfac-fba2305a6634,False,79
0685511a-02d3-4840-a83c-bdc03a7b140c,False,57
8ef053fb-22da-460d-8403-4342753a37f6,False,110
2c3b21b8-6f3e-44cd-acb5-6d303a5664e8,False,139
c7a4d7d0-a0ea-4c4f-be21-7ffcdadcd6ce,False,54
d994bcc6-07df-4bae-9db3-fb6eb1db9534,False,142
2d9dc9b8-4e96-4851-aeb6-f49cb835fb37,False,68
549ad5a3-5658-41d8-b1b2-6efd0361a49b,False,133
246faa51-8942-4548-812e-27f120baac80,False,89
ea3fd22c-b529-4326-ab9a-0b1700c44481,False,127
a2c4657f-8e27-4cde-9884-3ee7095b048d,False,59
9e970a3f-9444-4ec6-8ea2-1dbb2a23fb70,False,55
07775358-c1e6-4c13-8e68-dfc0bb900a20,False,102
1a7cea1b-a029-4bb8-8ec4-1948c220f0b2,False,75
449d08e4-db77-4862-8f15-883f67244d65,False,59
88adadda-1c06-4a99-b49d-a61c45f4c528,False,80
539268bf-387d-4792-bbeb-aa6086e4625b,False,60
53d58f48-5084-439e-8834-237e81406d0e,True,76
30e7ce7b-afc0-460a-93d5-e0e799323263,False,99
c14ed246-b9ea-4b5e-852a-94e60207c822,False,85
5f442ead-2773-4748-97f5-c9fc47e02900,False,107
9b0b6025-c317-4bb7-bbe6-d2c0343400d0,False,73
c8dee7a9-ee04-4fc7-a085-d52d762e5d04,False,125
c4ede9ee-8af4-4e8f-92c0-1ea7e07924fc,False,125
29d8464f-da31-469d-af10-4dd02ae6ee9d,False,83
cd46b97e-4b8e-4a30-bcec-320e447730be,False,53
7092bc82-c967-4bfd-a17f-c8ce48136198,False,126
b985e2a3-ed44-414b-b9a7-d72a674aa175,False,143
4cba6642-6269-4547-b179-8d5369a63f10,False,92
71389713-db85-45ee-aaaf-85ae66d3f5e5,False,116
22f652b0-2c70-4cbc-8b97-e88224b7d740,False,67
6-36fa-4546-a162-ba1818da3c58,False,67
